,GID,Team,Spread,Over/Under
1466,201702020HOU,ATL,9.0,222.0
1467,201702020HOU,HOU,-9.0,222.0
1468,201702020LAC,GSW,-8.0,226.0
1469,201702020LAC,LAC,8.0,226.0
1470,201702020SAS,PHI,15.0,211.0
1471,201702020SAS,SAS,-15.0,211.0
1472,201702020WAS,WAS,-11.0,218.5
1473,201702020WAS,LAL,11.0,218.5
1474,201702030BOS,BOS,-11.0,221.0
1475,201702030BOS,LAL,11.0,221.0
1476,201702030BRK,IND,-7.0,221.0
1477,201702030BRK,BRK,7.0,221.0
1478,201702030DEN,DEN,-2.0,223.0
1479,201702030DEN,MIL,2.0,223.0
1480,201702030DET,MIN,4.0,210.5
1481,201702030DET,DET,-4.0,210.5
1482,201702030HOU,CHI,6.0,222.5
1483,201702030HOU,HOU,-6.0,222.5
1484,201702030OKC,MEM,1.5,203.5
1485,201702030OKC,OKC,-1.5,203.5
1486,201702030ORL,ORL,5.0,210.0
1487,201702030ORL,TOR,-5.0,210.0
1488,201702030POR,DAL,4.5,206.5
1489,201702030POR,POR,-4.5,206.5
1490,201702030SAC,PHO,4.5,217.5
1491,201702030SAC,SAC,-4.5,217.5
1492,201702040ATL,ORL,7.5,207.5
1493,201702040ATL,ATL,-7.5,207.5
1494,201702040IND,DET,4.0,210.0
1495,201702040IND,IND,-4.0,210.0
1496,201702040MIA,PHI,8.0,207.5
1497,201702040MIA,MIA,-8.0,207.5
1498,201702040MIN,MIN,1.5,203.5
1499,201702040MIN,MEM,-1.5,203.5
1500,201702040NYK,NYK,6.5,219.5
1501,201702040NYK,CLE,-6.5,219.5
1502,201702040PHO,MIL,1.0,218.5
1503,201702040PHO,PHO,-1.0,218.5
1504,201702040SAC,GSW,-13.0,224.0
1505,201702040SAC,SAC,13.0,224.0
1506,201702040SAS,DEN,11.5,216.5
1507,201702040SAS,SAS,-11.5,216.5
1508,201702040UTA,UTA,-7.5,197.5
1509,201702040UTA,CHO,7.5,197.5
1510,201702040WAS,WAS,-7.5,217.0
1511,201702040WAS,NOP,7.5,217.0
1512,201702050BOS,LAC,5.0,222.0
1513,201702050BOS,BOS,-5.0,222.0
1514,201702050BRK,TOR,-7.0,216.0
1515,201702050BRK,BRK,7.0,216.0
1516,201702050OKC,OKC,-4.5,216.5
1517,201702050OKC,POR,4.5,216.5
1518,201702060ATL,UTA,1.5,197.5
1519,201702060ATL,ATL,-1.5,197.5
1520,201702060DEN,DEN,-2.5,213.5
1521,201702060DEN,DAL,2.5,213.5
1522,201702060DET,PHI,9.5,213.0
1523,201702060DET,DET,-9.5,213.0
1524,201702060IND,OKC,4.0,210.5
1525,201702060IND,IND,-4.0,210.5
1526,201702060MEM,MEM,2.5,202.5
1527,201702060MEM,SAS,-2.5,202.5
1528,201702060MIN,MIN,-1.0,207.0
1529,201702060MIN,MIA,1.0,207.0
1530,201702060NOP,NOP,-5.0,221.0
1531,201702060NOP,PHO,5.0,221.0
1532,201702060NYK,LAL,5.0,220.0
1533,201702060NYK,NYK,-5.0,220.0
1534,201702060SAC,CHI,2.0,206.5
1535,201702060SAC,SAC,-2.0,206.5
1536,201702060TOR,TOR,-5.5,216.0
1537,201702060TOR,LAC,5.5,216.0
1538,201702060WAS,WAS,-1.0,220.0
1539,201702060WAS,CLE,1.0,220.0
1540,201702070CHO,BRK,10.5,217.0
1541,201702070CHO,CHO,-10.5,217.0
1542,201702070DAL,POR,-0.0,204.5
1543,201702070DAL,DAL,0.0,204.5
1544,201702070HOU,ORL,11.0,223.0
1545,201702070HOU,HOU,-11.0,223.0
1546,201702080ATL,DEN,4.0,220.0
1547,201702080ATL,ATL,-4.0,220.0
1548,201702080BRK,WAS,-9.5,220.5
1549,201702080BRK,BRK,9.5,220.5
1550,201702080DET,LAL,8.0,217.0
1551,201702080DET,DET,-8.0,217.0
1552,201702080GSW,GSW,-13.5,222.0
1553,201702080GSW,CHI,13.5,222.0
1554,201702080IND,CLE,-2.5,215.0
1555,201702080IND,IND,2.5,215.0
1556,201702080MEM,MEM,-10.0,210.0
1557,201702080MEM,PHO,10.0,210.0
1558,201702080MIL,MIL,-3.0,210.0
1559,201702080MIL,MIA,3.0,210.0
1560,201702080MIN,TOR,-3.0,212.0
1561,201702080MIN,MIN,3.0,212.0
1562,201702080NOP,UTA,-4.0,202.0
1563,201702080NOP,NOP,4.0,202.0
1564,201702080NYK,LAC,-1.5,219.0
1565,201702080NYK,NYK,1.5,219.0
1566,201702080PHI,PHI,8.0,212.0
1567,201702080PHI,SAS,-8.0,212.0
1568,201702080SAC,SAC,8.0,211.5
1569,201702080SAC,BOS,-8.0,211.5
1570,201702090CHO,HOU,-4.0,224.0
1571,201702090CHO,CHO,4.0,224.0
1572,201702090DAL,UTA,-2.5,192.5
1573,201702090DAL,DAL,2.5,192.5
1574,201702090OKC,CLE,7.0,210.0
1575,201702090OKC,OKC,-7.0,210.0
1576,201702090ORL,PHI,5.0,211.5
1577,201702090ORL,ORL,-5.0,211.5
1578,201702090POR,BOS,2.0,220.0
1579,201702090POR,POR,-2.0,220.0
1580,201702100BRK,MIA,-6.5,213.0
1581,201702100BRK,BRK,6.5,213.0
1582,201702100DET,SAS,-4.5,209.0
1583,201702100DET,DET,4.5,209.0
1584,201702100MEM,GSW,-7.5,215.5
1585,201702100MEM,MEM,7.5,215.5
1586,201702100MIL,LAL,3.5,219.5
1587,201702100MIL,MIL,-3.5,219.5
1588,201702100MIN,NOP,3.0,214.0
1589,201702100MIN,MIN,-3.0,214.0
1590,201702100NYK,NYK,-2.5,228.0
1591,201702100NYK,DEN,2.5,228.0
1592,201702100PHO,PHO,2.5,217.0
1593,201702100PHO,CHI,-2.5,217.0
1594,201702100SAC,SAC,1.5,208.5
1595,201702100SAC,ATL,-1.5,208.5
1596,201702100WAS,WAS,-5.0,214.5
1597,201702100WAS,IND,5.0,214.5
1598,201702110CHO,LAC,2.5,216.5
1599,201702110CHO,CHO,-2.5,216.5
1600,201702110CLE,DEN,12.5,230.0
1601,201702110CLE,CLE,-12.5,230.0
1602,201702110DAL,DAL,-6.0,204.5
1603,201702110DAL,ORL,6.0,204.5
1604,201702110HOU,HOU,-13.5,231.5
1605,201702110HOU,PHO,13.5,231.5
1606,201702110IND,MIL,6.5,213.0
1607,201702110IND,IND,-6.5,213.0
1608,201702110OKC,OKC,6.5,227.0
1609,201702110OKC,GSW,-6.5,227.0
1610,201702110PHI,PHI,3.5,206.0
1611,201702110PHI,MIA,-3.5,206.0
1612,201702110UTA,UTA,-5.0,203.5
1613,201702110UTA,BOS,5.0,203.5
1614,201702120MIN,CHI,1.5,208.5
1615,201702120MIN,MIN,-1.5,208.5
1616,201702120NYK,SAS,-8.0,213.0
1617,201702120NYK,NYK,8.0,213.0
1618,201702120SAC,NOP,3.5,210.0
1619,201702120SAC,SAC,-3.5,210.0
1620,201702120TOR,DET,6.5,211.0
1621,201702120TOR,TOR,-6.5,211.0
1622,201702130BRK,BRK,9.5,209.0
1623,201702130BRK,MEM,-9.5,209.0
1624,201702130CHO,PHI,8.5,211.0
1625,201702130CHO,CHO,-8.5,211.0
1626,201702130DAL,DAL,1.5,208.0
1627,201702130DAL,BOS,-1.5,208.0
1628,201702130DEN,GSW,-11.5,239.5
1629,201702130DEN,DEN,11.5,239.5
1630,201702130IND,SAS,-2.5,207.0
1631,201702130IND,IND,2.5,207.0
1632,201702130MIA,ORL,8.0,207.5
1633,201702130MIA,MIA,-8.0,207.5
1634,201702130MIL,DET,3.5,211.0
1635,201702130MIL,MIL,-3.5,211.0
1636,201702130PHO,NOP,2.5,219.0
1637,201702130PHO,PHO,-2.5,219.0
1638,201702130POR,POR,-2.0,217.0
1639,201702130POR,ATL,2.0,217.0
1640,201702130UTA,LAC,7.0,206.0
1641,201702130UTA,UTA,-7.0,206.0
1642,201702130WAS,OKC,5.0,217.0
1643,201702130WAS,WAS,-5.0,217.0
1644,201702140CHI,TOR,-7.0,205.5
1645,201702140CHI,CHI,7.0,205.5
1646,201702140LAL,LAL,-1.5,217.0
1647,201702140LAL,SAC,1.5,217.0
1648,201702140MIN,CLE,-3.5,218.5
1649,201702140MIN,MIN,3.5,218.5
1650,201702150BOS,PHI,9.5,217.0
1651,201702150BOS,BOS,-9.5,217.0
1652,201702150BRK,MIL,-5.5,220.0
1653,201702150BRK,BRK,5.5,220.0
1654,201702150CLE,IND,6.0,219.5
1655,201702150CLE,CLE,-6.0,219.5
1656,201702150DEN,MIN,5.5,227.0
1657,201702150DEN,DEN,-5.5,227.0
1658,201702150DET,DAL,5.0,201.0
1659,201702150DET,DET,-5.0,201.0
1660,201702150GSW,GSW,-16.5,224.0
1661,201702150GSW,SAC,16.5,224.0
1662,201702150HOU,HOU,-9.5,222.0
1663,201702150HOU,MIA,9.5,222.0
1664,201702150LAC,LAC,-2.5,213.0
1665,201702150LAC,ATL,2.5,213.0
1666,201702150MEM,NOP,8.0,205.5
1667,201702150MEM,MEM,-8.0,205.5
1668,201702150OKC,NYK,7.0,218.5
1669,201702150OKC,OKC,-7.0,218.5
1670,201702150ORL,ORL,10.5,205.5
1671,201702150ORL,SAS,-10.5,205.5
1672,201702150PHO,LAL,4.0,225.0
1673,201702150PHO,PHO,-4.0,225.0
1674,201702150TOR,CHO,6.5,212.0
1675,201702150TOR,TOR,-6.5,212.0
1676,201702150UTA,POR,8.5,205.0
1677,201702150UTA,UTA,-8.5,205.0
1678,201702160CHI,BOS,-0.0,212.0
1679,201702160CHI,CHI,0.0,212.0
1680,201702160IND,WAS,-1.5,217.0
1681,201702160IND,IND,1.5,217.0
1682,201702230CLE,CLE,-10.0,223.0
1683,201702230CLE,NYK,10.0,223.0
1684,201702230DET,DET,-4.5,207.0
1685,201702230DET,CHO,4.5,207.0
1686,201702230GSW,LAC,11.5,231.0
1687,201702230GSW,GSW,-11.5,231.0
1688,201702230NOP,HOU,-3.0,227.0
1689,201702230NOP,NOP,3.0,227.0
1690,201702230ORL,ORL,2.5,213.0
1691,201702230ORL,POR,-2.5,213.0
1692,201702230SAC,DEN,-5.5,220.5
1693,201702230SAC,SAC,5.5,220.5
1694,201702240ATL,ATL,-3.5,207.0
1695,201702240ATL,MIA,3.5,207.0
1696,201702240CHI,CHI,-6.5,215.5
1697,201702240CHI,PHO,6.5,215.5
1698,201702240DEN,DEN,-10.0,230.0
1699,201702240DEN,BRK,10.0,230.0
1700,201702240IND,MEM,-1.0,207.0
1701,201702240IND,IND,1.0,207.0
1702,201702240LAC,LAC,4.0,212.5
1703,201702240LAC,SAS,-4.0,212.5
1704,201702240MIL,UTA,-3.0,200.5
1705,201702240MIL,MIL,3.0,200.5
1706,201702240MIN,MIN,-3.5,203.0
1707,201702240MIN,DAL,3.5,203.0
1708,201702240OKC,LAL,10.0,221.0
1709,201702240OKC,OKC,-10.0,221.0
1710,201702240PHI,PHI,8.0,217.0
1711,201702240PHI,WAS,-8.0,217.0
1712,201702240TOR,TOR,-3.0,215.5
1713,201702240TOR,BOS,3.0,215.5
1714,201702260DEN,DEN,-1.5,214.0
1715,201702260DEN,MEM,1.5,214.0
1716,201702260DET,DET,1.5,214.5
1717,201702260DET,BOS,-1.5,214.5
1718,201702260LAC,LAC,-9.5,211.5
1719,201702260LAC,CHO,9.5,211.5
1720,201702260LAL,LAL,11.0,212.0
1721,201702260LAL,SAS,-11.0,212.0
1722,201702260MIL,MIL,-6.5,223.0
1723,201702260MIL,PHO,6.5,223.0
1724,201702260OKC,OKC,-6.0,213.5
1725,201702260OKC,NOP,6.0,213.5
1726,201702260TOR,POR,4.5,212.5
1727,201702260TOR,TOR,-4.5,212.5
1728,201702260WAS,WAS,-2.5,206.5
1729,201702260WAS,UTA,2.5,206.5
1730,201702270BOS,ATL,4.0,212.5
1731,201702270BOS,BOS,-4.0,212.5
1732,201702270CLE,MIL,8.0,217.0
1733,201702270CLE,CLE,-8.0,217.0
1734,201702270DAL,DAL,1.0,200.0
1735,201702270DAL,MIA,-1.0,200.0
1736,201702270HOU,HOU,-10.0,230.5
1737,201702270HOU,IND,10.0,230.5
1738,201702270NYK,TOR,-2.0,212.5
1739,201702270NYK,NYK,2.0,212.5
1740,201702270PHI,GSW,-14.0,230.0
1741,201702270PHI,PHI,14.0,230.0
1742,201702270SAC,MIN,-5.0,212.0
1743,201702270SAC,SAC,5.0,212.0
1744,201702280CHI,DEN,3.5,221.0
1745,201702280CHI,CHI,-3.5,221.0
1746,201702280DET,POR,5.0,214.5
1747,201702280DET,DET,-5.0,214.5
1748,201702280LAL,LAL,3.5,216.0
1749,201702280LAL,CHO,-3.5,216.0
1750,201702280MEM,MEM,-10.0,211.0
1751,201702280MEM,PHO,10.0,211.0
1752,201702280OKC,OKC,0.0,204.0
1753,201702280OKC,UTA,-0.0,204.0
1754,201702280WAS,WAS,6.5,229.5
1755,201702280WAS,GSW,-6.5,229.5
1756,201703010ATL,ATL,-5.5,195.0
1757,201703010ATL,DAL,5.5,195.0
1758,201703010BOS,CLE,-1.0,222.0
1759,201703010BOS,BOS,1.0,222.0
1760,201703010LAC,LAC,-1.5,232.5
1761,201703010LAC,HOU,1.5,232.5
1762,201703010MIA,PHI,8.5,212.0
1763,201703010MIA,MIA,-8.5,212.0
1764,201703010MIL,DEN,3.0,226.5
1765,201703010MIL,MIL,-3.0,226.5
1766,201703010NOP,NOP,-1.5,209.0
1767,201703010NOP,DET,1.5,209.0
1768,201703010ORL,NYK,1.5,215.0
1769,201703010ORL,ORL,-1.5,215.0
1770,201703010SAC,SAC,-3.0,215.5
1771,201703010SAC,BRK,3.0,215.5
1772,201703010SAS,IND,10.5,209.0
1773,201703010SAS,SAS,-10.5,209.0
1774,201703010TOR,TOR,-4.0,210.0
1775,201703010TOR,WAS,4.0,210.0
1776,201703010UTA,MIN,6.5,201.5
1777,201703010UTA,UTA,-6.5,201.5
1778,201703020CHI,GSW,-7.0,219.0
1779,201703020CHI,CHI,7.0,219.0
1780,201703020PHO,CHO,-3.0,218.0
1781,201703020PHO,PHO,3.0,218.0
1782,201703020POR,OKC,1.5,220.5
1783,201703020POR,POR,-1.5,220.5
1784,201703030ATL,ATL,3.0,207.5
1785,201703030ATL,CLE,-3.0,207.5
1786,201703030DAL,DAL,3.0,190.0
1787,201703030DAL,MEM,-3.0,190.0
1788,201703030LAL,BOS,-7.5,220.5
1789,201703030LAL,LAL,7.5,220.5
1790,201703030MIL,LAC,-4.5,213.0
1791,201703030MIL,MIL,4.5,213.0
1792,201703030NOP,NOP,6.0,207.0
1793,201703030NOP,SAS,-6.0,207.0
1794,201703030ORL,ORL,4.0,207.5
1795,201703030ORL,MIA,-4.0,207.5
1796,201703030PHI,PHI,2.0,216.5
1797,201703030PHI,NYK,-2.0,216.5
1798,201703030PHO,OKC,-4.5,225.0
1799,201703030PHO,PHO,4.5,225.0
1800,201703030UTA,UTA,-13.5,206.5
1801,201703030UTA,BRK,13.5,206.5
1802,201703030WAS,WAS,-4.5,208.5
1803,201703030WAS,TOR,4.5,208.5
1804,201703040CHI,CHI,1.5,211.5
1805,201703040CHI,LAC,-1.5,211.5
1806,201703040DEN,CHO,5.0,221.5
1807,201703040DEN,DEN,-5.0,221.5
1808,201703040HOU,MEM,8.0,218.5
1809,201703040HOU,HOU,-8.0,218.5
1810,201703040MIA,CLE,-1.5,216.5
1811,201703040MIA,MIA,1.5,216.5
1812,201703040MIL,TOR,-2.0,206.0
1813,201703040MIL,MIL,2.0,206.0
1814,201703040PHI,DET,-4.5,209.0
1815,201703040PHI,PHI,4.5,209.0
1816,201703040POR,POR,-11.5,226.5
1817,201703040POR,BRK,11.5,226.5
1818,201703040SAS,MIN,8.0,205.0
1819,201703040SAS,SAS,-8.0,205.0
1820,201703050ATL,ATL,-3.0,208.5
1821,201703050ATL,IND,3.0,208.5
1822,201703050DAL,DAL,-1.0,204.0
1823,201703050DAL,OKC,1.0,204.0
1824,201703050LAL,LAL,6.0,214.5
1825,201703050LAL,NOP,-6.0,214.5
1826,201703050NYK,GSW,-10.0,221.0
1827,201703050NYK,NYK,10.0,221.0
1828,201703050PHO,PHO,6.0,225.0
1829,201703050PHO,BOS,-6.0,225.0
1830,201703050SAC,UTA,-9.5,196.0
1831,201703050SAC,SAC,9.5,196.0
1832,201703050WAS,WAS,-10.5,215.0
1833,201703050WAS,ORL,10.5,215.0
1834,201703060ATL,ATL,6.0,213.5
1835,201703060ATL,GSW,-6.0,213.5
1836,201703060CHO,CHO,-3.5,209.5
1837,201703060CHO,IND,3.5,209.5
1838,201703060CLE,MIA,8.0,215.0
1839,201703060CLE,CLE,-8.0,215.0
1840,201703060DEN,SAC,13.0,219.0
1841,201703060DEN,DEN,-13.0,219.0
1842,201703060DET,CHI,4.5,205.5
1843,201703060DET,DET,-4.5,205.5
1844,201703060LAC,BOS,6.0,216.0
1845,201703060LAC,LAC,-6.0,216.0
1846,201703060MEM,BRK,12.0,213.5
1847,201703060MEM,MEM,-12.0,213.5
1848,201703060MIN,MIN,-4.5,212.5
1849,201703060MIN,POR,4.5,212.5
1850,201703060ORL,ORL,-1.5,210.5
1851,201703060ORL,NYK,1.5,210.5
1852,201703060PHI,PHI,3.0,212.5
1853,201703060PHI,MIL,-3.0,212.5
1854,201703060SAS,HOU,4.0,220.0
1855,201703060SAS,SAS,-4.0,220.0
1856,201703060UTA,NOP,7.5,1197.0
1857,201703060UTA,UTA,-7.5,1197.0
1858,201703070DAL,LAL,10.0,205.0
1859,201703070DAL,DAL,-10.0,205.0
1860,201703070OKC,POR,6.5,223.5
1861,201703070OKC,OKC,-6.5,223.5
1862,201703070PHO,WAS,-3.5,225.5
1863,201703070PHO,PHO,3.5,225.5
1864,201703080ATL,ATL,-9.5,219.0
1865,201703080ATL,BRK,9.5,219.0
1866,201703080DEN,WAS,2.0,228.5
1867,201703080DEN,DEN,-2.0,228.5
1868,201703080GSW,BOS,8.0,222.5
1869,201703080GSW,GSW,-8.0,222.5
1870,201703080HOU,UTA,6.0,215.0
1871,201703080HOU,HOU,-6.0,215.0
1872,201703080IND,DET,3.5,206.0
1873,201703080IND,IND,-3.5,206.0
1874,201703080MIA,MIA,-4.0,205.5
1875,201703080MIA,CHO,4.0,205.5
1876,201703080MIL,MIL,-5.0,212.0
1877,201703080MIL,NYK,5.0,212.0
1878,201703080MIN,LAC,-3.0,211.0
1879,201703080MIN,MIN,3.0,211.0
1880,201703080NOP,TOR,2.0,203.0
1881,201703080NOP,NOP,-2.0,203.0
1882,201703080ORL,ORL,1.5,203.0
1883,201703080ORL,CHI,-1.5,203.0
1884,201703080SAS,SAC,15.0,200.0
1885,201703080SAS,SAS,-15.0,200.0
1886,201703090DET,CLE,-5.0,216.0
1887,201703090DET,DET,5.0,216.0
1888,201703090MEM,MEM,-3.0,207.0
1889,201703090MEM,LAC,3.0,207.0
1890,201703090OKC,SAS,-3.0,213.0
1891,201703090OKC,OKC,3.0,213.0
1892,201703090PHO,LAL,6.5,231.0
1893,201703090PHO,PHO,-6.5,231.0
1894,201703090POR,PHI,10.0,221.5
1895,201703090POR,POR,-10.0,221.5
1896,201703100ATL,ATL,-2.0,201.0
1897,201703100ATL,TOR,2.0,201.0
1898,201703100CHI,HOU,-4.5,223.5
1899,201703100CHI,CHI,4.5,223.5
1900,201703100CHO,ORL,8.0,206.0
1901,201703100CHO,CHO,-8.0,206.0
1902,201703100DAL,DAL,-11.5,213.0
1903,201703100DAL,BRK,11.5,213.0
1904,201703100DEN,BOS,-3.0,223.5
1905,201703100DEN,DEN,3.0,223.5
1906,201703100MIL,IND,2.5,209.5
1907,201703100MIL,MIL,-2.5,209.5
1908,201703100MIN,MIN,5.0,216.5
1909,201703100MIN,GSW,-5.0,216.5
1910,201703100SAC,SAC,8.0,213.5
1911,201703100SAC,WAS,-8.0,213.5
1912,201703110CHO,NOP,2.5,202.5
1913,201703110CHO,CHO,-2.5,202.5
1914,201703110DAL,DAL,-7.0,213.5
1915,201703110DAL,PHO,7.0,213.5
1916,201703110DET,NYK,6.0,211.0
1917,201703110DET,DET,-6.0,211.0
1918,201703110LAC,PHI,12.5,216.5
1919,201703110LAC,LAC,-12.5,216.5
1920,201703110MEM,MEM,-5.0,202.0
1921,201703110MEM,ATL,5.0,202.0
1922,201703110MIA,TOR,5.0,203.0
1923,201703110MIA,MIA,-5.0,203.0
1924,201703110MIL,MIN,2.0,201.5
1925,201703110MIL,MIL,-2.0,201.5
1926,201703110OKC,UTA,2.0,205.0
1927,201703110OKC,OKC,-2.0,205.0
1928,201703110ORL,ORL,9.0,215.0
1929,201703110ORL,CLE,-9.0,215.0
1930,201703110POR,POR,-2.5,226.0
1931,201703110POR,WAS,2.5,226.0
1932,201703110SAC,DEN,-6.0,217.0
1933,201703110SAC,SAC,6.0,217.0
1934,201703110SAS,GSW,10.0,203.0
1935,201703110SAS,SAS,-10.0,203.0
1936,201703120BOS,BOS,-7.5,208.5
1937,201703120BOS,CHI,7.5,208.5
1938,201703120BRK,NYK,-1.5,221.5
1939,201703120BRK,BRK,1.5,221.5
1940,201703120HOU,CLE,5.0,231.0
1941,201703120HOU,HOU,-5.0,231.0
1942,201703120IND,MIA,4.0,207.0
1943,201703120IND,IND,-4.0,207.0
1944,201703120LAL,PHI,4.0,221.0
1945,201703120LAL,LAL,-4.0,221.0
1946,201703120PHO,PHO,2.0,232.0
1947,201703120PHO,POR,-2.0,232.0
1948,201703130CHO,CHI,6.5,200.0
1949,201703130CHO,CHO,-6.5,200.0
1950,201703130DEN,DEN,-11.5,231.0
1951,201703130DEN,LAL,11.5,231.0
1952,201703130MEM,MEM,-4.0,202.5
1953,201703130MEM,MIL,4.0,202.5
1954,201703130MIN,WAS,1.0,215.0
1955,201703130MIN,MIN,-1.0,215.0
1956,201703130SAC,ORL,-0.0,206.5
1957,201703130SAC,SAC,0.0,206.5
1958,201703130SAS,SAS,-7.0,200.0
1959,201703130SAS,ATL,7.0,200.0
1960,201703130TOR,TOR,-4.5,198.0
1961,201703130TOR,DAL,4.5,198.0
1962,201703130UTA,LAC,1.0,201.0
1963,201703130UTA,UTA,-1.0,201.0
1964,201703140BRK,BRK,6.0,225.0
1965,201703140BRK,OKC,-6.0,225.0
1966,201703140CLE,DET,8.0,215.0
1967,201703140CLE,CLE,-8.0,215.0
1968,201703140GSW,PHI,17.0,221.0
1969,201703140GSW,GSW,-17.0,221.0
1970,201703140NOP,POR,2.5,217.0
1971,201703140NOP,NOP,-2.5,217.0
1972,201703140NYK,NYK,3.0,211.0
1973,201703140NYK,IND,-3.0,211.0
1974,201703150BOS,MIN,6.0,210.5
1975,201703150BOS,BOS,-6.0,210.5
1976,201703150CHI,MEM,-2.0,200.5
1977,201703150CHI,CHI,2.0,200.5
1978,201703150DET,DET,3.5,200.0
1979,201703150DET,UTA,-3.5,200.0
1980,201703150HOU,HOU,-17.5,235.0
1981,201703150HOU,LAL,17.5,235.0
1982,201703150IND,IND,-1.5,203.0
1983,201703150IND,CHO,1.5,203.0
1984,201703150LAC,LAC,-8.0,210.0
1985,201703150LAC,MIL,8.0,210.0
1986,201703150MIA,NOP,6.5,206.5
1987,201703150MIA,MIA,-6.5,206.5
1988,201703150PHO,SAC,6.0,221.5
1989,201703150PHO,PHO,-6.0,221.5
1990,201703150SAS,SAS,-11.0,211.5
1991,201703150SAS,POR,11.0,211.5
1992,201703150WAS,DAL,7.5,208.0
1993,201703150WAS,WAS,-7.5,208.0
1994,201703160ATL,ATL,-3.5,203.0
1995,201703160ATL,MEM,3.5,203.0
1996,201703160CLE,UTA,7.0,208.0
1997,201703160CLE,CLE,-7.0,208.0
1998,201703160DEN,LAC,-1.5,221.5
1999,201703160DEN,DEN,1.5,221.5
2000,201703160GSW,ORL,13.5,218.5
2001,201703160GSW,GSW,-13.5,218.5
2002,201703160NYK,BRK,3.5,221.0
2003,201703160NYK,NYK,-3.5,221.0
2004,201703160TOR,OKC,2.5,208.5
2005,201703160TOR,TOR,-2.5,208.5
2006,201703170BRK,BOS,-9.0,219.5
2007,201703170BRK,BRK,9.0,219.5
2008,201703170DET,TOR,3.5,199.5
2009,201703170DET,DET,-3.5,199.5
2010,201703170LAL,LAL,7.0,213.5
2011,201703170LAL,MIL,-7.0,213.5
2012,201703170MIA,MIN,4.5,206.5
2013,201703170MIA,MIA,-4.5,206.5
2014,201703170NOP,NOP,4.5,227.0
2015,201703170NOP,HOU,-4.5,227.0
2016,201703170PHI,DAL,-4.5,204.0
2017,201703170PHI,PHI,4.5,204.0
2018,201703170PHO,ORL,3.0,220.0
2019,201703170PHO,PHO,-3.0,220.0
2020,201703170WAS,CHI,7.0,209.5
2021,201703170WAS,WAS,-7.0,209.5
2022,201703180ATL,POR,3.0,214.0
2023,201703180ATL,ATL,-3.0,214.0
2024,201703180CHI,CHI,7.0,193.0
2025,201703180CHI,UTA,-7.0,193.0
2026,201703180CHO,WAS,1.5,213.5
2027,201703180CHO,CHO,-1.5,213.5
2028,201703180DEN,HOU,-2.0,239.5
2029,201703180DEN,DEN,2.0,239.5
2030,201703180GSW,MIL,11.5,216.5
2031,201703180GSW,GSW,-11.5,216.5
2032,201703180LAC,LAC,-2.0,219.5
2033,201703180LAC,CLE,2.0,219.5
2034,201703180MEM,SAS,-3.5,198.0
2035,201703180MEM,MEM,3.5,198.0
2036,201703180OKC,OKC,-12.5,216.0
2037,201703180OKC,SAC,12.5,216.0
2038,201703190BRK,DAL,-4.5,208.5
2039,201703190BRK,BRK,4.5,208.5
2040,201703190DET,PHO,10.0,213.5
2041,201703190DET,DET,-10.0,213.5
2042,201703190LAL,LAL,11.0,224.0
2043,201703190LAL,CLE,-11.0,224.0
2044,201703190MIA,MIA,-7.0,214.0
2045,201703190MIA,POR,7.0,214.0
2046,201703190NOP,MIN,3.0,208.0
2047,201703190NOP,NOP,-3.0,208.0
2048,201703190PHI,PHI,5.0,210.0
2049,201703190PHI,BOS,-5.0,210.0
2050,201703190SAS,SAC,13.5,202.5
2051,201703190SAS,SAS,-13.5,202.5
2052,201703190TOR,IND,3.5,201.0
2053,201703190TOR,TOR,-3.5,201.0
2054,201703200BOS,WAS,2.0,215.5
2055,201703200BOS,BOS,-2.0,215.5
2056,201703200CHO,CHO,-5.5,204.0
2057,201703200CHO,ATL,5.5,204.0
2058,201703200HOU,HOU,-9.5,237.5
2059,201703200HOU,DEN,9.5,237.5
2060,201703200IND,UTA,-2.5,192.5
2061,201703200IND,IND,2.5,192.5
2062,201703200LAC,NYK,10.5,215.5
2063,201703200LAC,LAC,-10.5,215.5
2064,201703200OKC,GSW,-2.0,221.0
2065,201703200OKC,OKC,2.0,221.0
2066,201703200ORL,ORL,-5.0,211.0
2067,201703200ORL,PHI,5.0,211.0
2068,201703210BRK,DET,-5.0,215.0
2069,201703210BRK,BRK,5.0,215.0
2070,201703210DAL,GSW,-3.5,209.5
2071,201703210DAL,DAL,3.5,209.5
2072,201703210LAL,LAL,8.0,221.0
2073,201703210LAL,LAC,-8.0,221.0
2074,201703210MIA,PHO,11.0,215.5
2075,201703210MIA,MIA,-11.0,215.5
2076,201703210MIN,MIN,5.0,205.5
2077,201703210MIN,SAS,-5.0,205.5
2078,201703210NOP,NOP,-2.5,205.0
2079,201703210NOP,MEM,2.5,205.0
2080,201703210POR,MIL,4.0,214.0
2081,201703210POR,POR,-4.0,214.0
2082,201703210TOR,TOR,-7.0,201.5
2083,201703210TOR,CHI,7.0,201.5
2084,201703220BOS,IND,8.0,208.5
2085,201703220BOS,BOS,-8.0,208.5
2086,201703220CHI,DET,-1.5,200.5
2087,201703220CHI,CHI,1.5,200.5
2088,201703220DEN,DEN,4.0,230.0
2089,201703220DEN,CLE,-4.0,230.0
2090,201703220OKC,PHI,11.0,218.0
2091,201703220OKC,OKC,-11.0,218.0
2092,201703220ORL,CHO,-5.0,206.0
