,GID,DK Positions,Name,L5 DvP,Rest,Projected Points
5259,201611280MIA,PF,Jonas Jerebko,11.0,2,13.8
5260,201611280MIA,SF,Jaylen Brown,14.0,2,12.5
5261,201611280MIA,PG,Goran Dragić,3.0,4,28.5
5262,201611280MIA,SG,Avery Bradley,26.0,2,31.0
5263,201611280MIN,SG,Joe Johnson,7.0,2,16.5
5264,201611280MIN,C,Cole Aldrich,18.0,1,16.5
5265,201611280MIN,PG,Kris Dunn,6.0,1,12.8
5266,201611280MIN,SG,Shabazz Muhammad,5.0,1,12.8
5267,201611280MIN,PF,Boris Diaw,24.0,2,13.0
5268,201611280MIN,PG,Tyus Jones,6.0,1,13.0
5269,201611280MIN,PG,Shelvin Mack,24.0,2,13.3
5270,201611280MIN,C,Jeff Withey,8.0,2,13.5
5271,201611280MIN,PF,Nemanja Bjelica,12.0,1,0.0
5272,201611280MIN,SF,Joe Ingles,1.0,2,13.3
5273,201611280MIN,PG,George Hill,24.0,2,0.0
5274,201611280MIN,PG,Ricky Rubio,6.0,1,25.0
5275,201611280MIN,C,Karl-Anthony Towns,18.0,1,39.0
5276,201611280MIN,SF,Andrew Wiggins,21.0,1,30.0
5277,201611280MIN,SG,Rodney Hood,7.0,2,26.3
5278,201611280MIN,SF,Gordon Hayward,1.0,2,34.3
5279,201611280MIN,PF,Trey Lyles,24.0,2,22.3
5280,201611280MIN,C,Rudy Gobert,8.0,2,32.0
5281,201611280MIN,PF,Gorgui Dieng,12.0,1,29.3
5282,201611280MIN,SG,Zach LaVine,5.0,1,28.5
5283,201611280NYK,SG,Andre Roberson,24.0,1,19.3
5284,201611280NYK,C,Joakim Noah,3.0,1,19.8
5285,201611280NYK,SG,Victor Oladipo,24.0,1,32.3
5286,201611280NYK,PF,Maurice Ndour,20.0,3,0.0
5287,201611280NYK,SF,Mindaugas Kuzminskas,30.0,1,13.3
5288,201611280NYK,SG,Anthony Morrow,24.0,1,13.3
5289,201611280NYK,PG,Brandon Jennings,28.0,1,20.3
5290,201611280NYK,C,Enes Kanter,27.0,1,20.8
5291,201611280NYK,SF,Carmelo Anthony,30.0,1,37.3
5292,201611280NYK,PF,Kristaps Porziņģis,20.0,1,36.8
5293,201611280NYK,C,Willy Hernangómez,3.0,1,16.5
5294,201611280NYK,PF,Kyle O'Quinn,20.0,1,16.8
5295,201611280NYK,SG,Justin Holiday,4.0,1,16.0
5296,201611280NYK,PF,Joffrey Lauvergne,5.0,1,14.0
5297,201611280NYK,SG,Courtney Lee,4.0,1,18.3
5298,201611280NYK,PG,Derrick Rose,28.0,1,29.8
5299,201611280NYK,PG,Russell Westbrook,16.0,1,62.5
5300,201611280NYK,PG,Semaj Christon,16.0,1,4.3
5301,201611280NYK,SF,Jerami Grant,2.0,1,14.8
5302,201611280NYK,PF,Domantas Sabonis,5.0,1,15.3
5303,201611280NYK,C,Steven Adams,27.0,1,24.5
5304,201611280TOR,C,Jonas Valanciunas,29.0,2,28.0
5305,201611280TOR,SG,DeMar DeRozan,22.0,2,40.8
5306,201611280TOR,SG,Timothe Luwawu-Cabarrot,3.0,2,0.0
5307,201611280TOR,SF,DeMarre Carroll,13.0,2,0.0
5308,201611280TOR,PG,Kyle Lowry,21.0,2,40.0
5309,201611280TOR,SG,Gerald Henderson,3.0,0,16.8
5310,201611280TOR,PF,Richaun Holmes,16.0,2,0.0
5311,201611280TOR,PG,Sergio Rodriguez,29.0,0,16.8
5312,201611280TOR,C,Lucas Nogueira,29.0,2,16.3
5313,201611280TOR,SG,Norman Powell,22.0,6,16.8
5314,201611280TOR,SG,Terrence Ross,22.0,2,17.3
5315,201611280TOR,PG,Cory Joseph,21.0,2,15.8
5316,201611280TOR,PF,Patrick Patterson,14.0,2,18.8
5317,201611280TOR,SG,Nik Stauskas,3.0,0,18.8
5318,201611280TOR,C,Jakob Poeltl,29.0,9,0.0
5319,201611280TOR,SG,Hollis Thompson,3.0,0,14.0
5320,201611280TOR,SF,Bruno Caboclo,13.0,3,0.0
5321,201611280TOR,PG,T.J. McConnell,29.0,0,13.5
5322,201611280TOR,SF,Robert Covington,29.0,0,20.5
5323,201611280TOR,PF,Ersan Ilyasova,16.0,0,22.8
5324,201611280TOR,PF,Jahlil Okafor,16.0,0,23.3
5325,201611280TOR,SF,Dario Saric,29.0,0,19.0
5326,201611280TOR,PF,Pascal Siakam,14.0,2,13.5
5327,201611280WAS,PG,John Wall,26.0,1,43.5
5328,201611280WAS,SG,Bradley Beal,11.0,1,34.5
5329,201611280WAS,PG,Tomas Satoransky,26.0,1,16.8
5330,201611280WAS,SF,Rudy Gay,6.0,0,32.8
5331,201611280WAS,PF,DeMarcus Cousins,13.0,0,50.3
5332,201611280WAS,SF,Matt Barnes,6.0,0,0.0
5333,201611280WAS,SF,Otto Porter,9.0,1,30.0
5334,201611280WAS,PG,Ty Lawson,17.0,0,18.3
5335,201611280WAS,SG,Arron Afflalo,14.0,0,14.0
5336,201611280WAS,C,Kosta Koufos,21.0,0,13.8
5337,201611280WAS,SF,Omri Casspi,6.0,0,13.5
5338,201611280WAS,SF,Markieff Morris,9.0,1,23.3
5339,201611280WAS,PG,Garrett Temple,17.0,0,14.5
5340,201611280WAS,PG,Darren Collison,17.0,0,26.5
5341,201611280WAS,PF,Jason Smith,8.0,1,12.5
5342,201611280WAS,PF,Andrew Nicholson,8.0,1,12.3
5343,201611280WAS,C,Marcin Gortat,28.0,1,29.3
5344,201611280WAS,PG,Trey Burke,26.0,1,6.8
5345,201611280WAS,SG,Kelly Oubre Jr.,11.0,1,13.0
5346,201611280WAS,C,Willie Cauley-Stein,21.0,0,5.8
5347,201611290BRK,PF,Brandon Bass,29.0,1,5.0
5348,201611290BRK,SG,Joe Harris,28.0,1,14.0
5349,201611290BRK,C,Brook Lopez,6.0,1,31.3
5350,201611290BRK,PG,Randy Foye,20.0,1,13.5
5351,201611290BRK,PF,Trevor Booker,16.0,1,27.8
5352,201611290BRK,PF,Luis Scola,16.0,1,13.0
5353,201611290BRK,SF,Wesley Johnson,8.0,1,13.0
5354,201611290BRK,C,DeAndre Jordan,7.0,1,34.5
5355,201611290BRK,SG,J.J. Redick,12.0,1,22.8
5356,201611290BRK,SF,Paul Pierce,8.0,9,0.0
5357,201611290BRK,SF,Luc Richard Mbah a Moute,8.0,1,13.3
5358,201611290BRK,PG,Sean Kilpatrick,20.0,1,25.8
5359,201611290BRK,PF,Marreese Speights,29.0,1,17.5
5360,201611290BRK,C,Justin Hamilton,6.0,1,17.0
5361,201611290BRK,SG,Bojan Bogdanovic,28.0,1,19.3
5362,201611290BRK,PG,Austin Rivers,30.0,1,14.5
5363,201611290BRK,PG,Chris Paul,30.0,1,42.5
5364,201611290BRK,PG,Isaiah Whitehead,20.0,1,16.8
5365,201611290BRK,SG,Raymond Felton,12.0,1,15.5
5366,201611290BRK,SG,Jamal Crawford,12.0,1,20.3
5367,201611290CHO,C,Roy Hibbert,25.0,0,13.8
5368,201611290CHO,C,Aron Baynes,13.0,2,16.5
5369,201611290CHO,SG,Jeremy Lamb,15.0,0,22.0
5370,201611290CHO,PG,Beno Udrih,9.0,2,14.3
5371,201611290CHO,SF,Michael Kidd-Gilchrist,3.0,0,23.5
5372,201611290CHO,PF,Spencer Hawes,3.0,0,19.3
5373,201611290CHO,C,Cody Zeller,25.0,0,24.0
5374,201611290CHO,SF,Marcus Morris,28.0,2,21.8
5375,201611290CHO,SG,Kentavious Caldwell-Pope,14.0,2,24.3
5376,201611290CHO,PF,Jon Leuer,26.0,2,21.0
5377,201611290CHO,PG,Ish Smith,9.0,2,24.5
5378,201611290CHO,PG,Ramon Sessions,13.0,0,15.5
5379,201611290CHO,PF,Frank Kaminsky,3.0,0,29.3
5380,201611290CHO,PG,Kemba Walker,13.0,0,37.5
5381,201611290CHO,C,Boban Marjanovic,13.0,5,0.0
5382,201611290CHO,C,Andre Drummond,13.0,2,39.8
5383,201611290CHO,SF,Michael Gbinije,28.0,3,0.0
5384,201611290CHO,PG,Aaron Harrison,13.0,0,4.0
5385,201611290CHO,SF,Treveon Graham,3.0,0,5.0
5386,201611290CHO,SG,Stanley Johnson,14.0,2,6.3
5387,201611290CHO,SG,Nicolas Batum,15.0,0,31.3
5388,201611290CHO,SG,Marco Belinelli,15.0,0,18.3
5389,201611290CHO,SG,Darrun Hilliard,14.0,2,12.5
5390,201611290CHO,SF,Tobias Harris,28.0,2,27.3
5391,201611290CHO,PG,Brian Roberts,13.0,0,12.0
5392,201611290MIL,SG,James Jones,21.0,1,12.3
5393,201611290MIL,C,Greg Monroe,9.0,1,17.0
5394,201611290MIL,SG,J.R. Smith,21.0,1,0.0
5395,201611290MIL,SG,Jordan McRae,21.0,3,0.0
5396,201611290MIL,SG,Tony Snell,23.0,1,16.8
5397,201611290MIL,PF,Thon Maker,15.0,11,0.0
5398,201611290MIL,PG,Kay Felder,6.0,3,0.0
5399,201611290MIL,C,Chris Andersen,29.0,3,0.0
5400,201611290MIL,SF,Michael Beasley,21.0,1,16.0
5401,201611290MIL,SG,Malcolm Brogdon,23.0,1,13.5
5402,201611290MIL,SF,Steve Novak,21.0,23,0.0
5403,201611290MIL,SF,Richard Jefferson,13.0,1,13.3
5404,201611290MIL,SG,Mike Dunleavy,21.0,1,12.8
5405,201611290MIL,SG,DeAndre Liggins,21.0,1,12.8
5406,201611290MIL,PG,Jason Terry,5.0,1,13.5
5407,201611290MIL,PG,Iman Shumpert,6.0,3,0.0
5408,201611290MIL,C,Miles Plumlee,9.0,1,13.3
5409,201611290MIL,C,John Henson,9.0,1,18.5
5410,201611290MIL,PF,Kevin Love,9.0,1,41.0
5411,201611290MIL,PG,Matthew Dellavedova,5.0,1,20.0
5412,201611290MIL,SF,Jabari Parker,21.0,1,29.3
5413,201611290MIL,PG,Kyrie Irving,6.0,1,37.5
5414,201611290MIL,SF,LeBron James,13.0,1,52.3
5415,201611290MIL,PG,Giannis Antetokounmpo,5.0,1,45.3
5416,201611290MIL,C,Tristan Thompson,29.0,1,25.5
5417,201611290NOP,PG,Jordan Clarkson,11.0,1,30.0
5418,201611290NOP,SF,Metta World Peace,12.0,3,0.0
5419,201611290NOP,PF,Anthony Davis,28.0,1,57.8
5420,201611290NOP,SG,Lou Williams,22.0,1,27.3
5421,201611290NOP,C,Omer Asik,21.0,1,13.8
5422,201611290NOP,SG,Buddy Hield,16.0,1,12.3
5423,201611290NOP,SG,Nick Young,22.0,1,22.3
5424,201611290NOP,PF,Julius Randle,21.0,6,31.3
5425,201611290NOP,SF,Anthony Brown,25.0,1,12.0
5426,201611290NOP,PF,Terrence Jones,28.0,1,23.3
5427,201611290NOP,PG,Jose Calderon,11.0,1,17.5
5428,201611290NOP,PG,Langston Galloway,28.0,1,19.3
5429,201611290NOP,C,Tarik Black,11.0,1,17.5
5430,201611290NOP,SG,E'Twaun Moore,16.0,1,18.8
5431,201611290NOP,SF,Luol Deng,12.0,1,17.3
5432,201611290NOP,SF,Solomon Hill,25.0,1,17.0
5433,201611290NOP,SF,Larry Nance Jr.,12.0,1,0.0
5434,201611290NOP,PF,Thomas Robinson,21.0,1,10.8
5435,201611290NOP,SF,Brandon Ingram,12.0,1,20.3
5436,201611290NOP,C,Timofey Mozgov,11.0,1,15.8
5437,201611290NOP,PG,Tim Frazier,28.0,1,32.3
5438,201611290NOP,PG,Jrue Holiday,28.0,1,32.5
5439,201611290SAS,SG,Kyle Anderson,18.0,2,3.8
5440,201611290SAS,PG,C.J. Watson,7.0,1,6.8
5441,201611290SAS,PF,LaMarcus Aldridge,1.0,2,33.3
5442,201611290SAS,PG,Dejounte Murray,22.0,2,5.0
5443,201611290SAS,PF,Serge Ibaka,7.0,1,29.3
5444,201611290SAS,C,Pau Gasol,10.0,2,26.8
5445,201611290SAS,C,Nikola Vučević,2.0,1,31.3
5446,201611290SAS,SG,C.J. Wilcox,29.0,14,0.0
5447,201611290SAS,PG,Elfrid Payton,7.0,1,25.0
5448,201611290SAS,PG,D.J. Augustin,7.0,1,18.8
5449,201611290SAS,PG,Patty Mills,22.0,2,19.3
5450,201611290SAS,PG,Tony Parker,22.0,2,20.0
5451,201611290SAS,PF,Arinze Onuaku,7.0,14,0.0
5452,201611290SAS,C,Bismack Biyombo,2.0,1,20.5
5453,201611290SAS,SF,Aaron Gordon,23.0,1,20.8
5454,201611290SAS,C,Dewayne Dedmon,10.0,14,15.3
5455,201611290SAS,SG,Jonathon Simmons,18.0,2,14.5
5456,201611290SAS,SG,Danny Green,18.0,2,20.8
5457,201611290SAS,SF,Jeff Green,23.0,3,0.0
5458,201611290SAS,SG,Manu Ginobili,18.0,3,0.0
5459,201611290SAS,PF,David Lee,1.0,2,18.3
5460,201611290SAS,SF,Kawhi Leonard,26.0,2,41.8
5461,201611290SAS,SG,Evan Fournier,29.0,1,0.0
5462,201611290SAS,SF,Davis Bertans,26.0,2,13.0
5463,201611290UTA,PG,George Hill,16.0,0,0.0
5464,201611290UTA,PG,James Harden,8.0,1,55.8
5465,201611290UTA,SG,K.J. McDaniels,3.0,11,0.0
5466,201611290UTA,PG,Dante Exum,16.0,3,0.0
5467,201611290UTA,C,Clint Capela,19.0,1,0.0
5468,201611290UTA,C,Rudy Gobert,20.0,0,32.5
5469,201611290UTA,SF,Gordon Hayward,19.0,0,35.3
5470,201611290UTA,SG,Joe Johnson,17.0,0,16.0
5471,201611290UTA,PG,Patrick Beverley,8.0,1,21.8
5472,201611290UTA,PF,Ryan Anderson,11.0,1,22.3
5473,201611290UTA,SF,Corey Brewer,15.0,1,13.8
5474,201611290UTA,SF,Sam Dekker,15.0,1,13.8
5475,201611290UTA,C,Nene Hilario,19.0,1,13.8
5476,201611290UTA,PF,Montrezl Harrell,11.0,3,14.0
5477,201611290UTA,PF,Trey Lyles,5.0,0,22.3
5478,201611290UTA,PF,Boris Diaw,5.0,0,13.5
5479,201611290UTA,SG,Eric Gordon,3.0,1,24.0
5480,201611290UTA,PG,Shelvin Mack,16.0,0,13.5
5481,201611290UTA,C,Jeff Withey,20.0,0,13.5
5482,201611290UTA,SG,Rodney Hood,17.0,0,26.5
5483,201611290UTA,SF,Joe Ingles,19.0,0,13.5
5484,201611290UTA,SF,Trevor Ariza,15.0,1,27.3
5485,201611300BOS,SG,Darrun Hilliard,13.0,0,12.8
5486,201611300BOS,SF,Tobias Harris,10.0,0,27.8
5487,201611300BOS,C,Aron Baynes,22.0,0,16.8
5488,201611300BOS,C,Al Horford,14.0,4,33.3
5489,201611300BOS,PG,Terry Rozier,12.0,1,14.3
5490,201611300BOS,SG,Avery Bradley,22.0,1,29.8
5491,201611300BOS,C,Tyler Zeller,14.0,1,15.0
5492,201611300BOS,C,Andre Drummond,22.0,0,36.0
5493,201611300BOS,PF,Jonas Jerebko,1.0,1,14.0
5494,201611300BOS,SF,Jaylen Brown,3.0,1,12.0
5495,201611300BOS,SG,Marcus Smart,22.0,1,24.8
5496,201611300BOS,SF,Jae Crowder,3.0,1,26.3
5497,201611300BOS,PG,Ish Smith,6.0,0,23.3
5498,201611300BOS,SF,Marcus Morris,10.0,0,21.8
5499,201611300BOS,PG,Isaiah Thomas,12.0,1,0.0
5500,201611300BOS,PF,Jon Leuer,15.0,0,21.5
5501,201611300BOS,PG,Beno Udrih,6.0,0,14.3
5502,201611300BOS,PF,Amir Johnson,1.0,1,14.5
5503,201611300BOS,SG,Kentavious Caldwell-Pope,13.0,0,25.0
5504,201611300BOS,PF,Kelly Olynyk,1.0,1,19.3
5505,201611300CHI,SF,Nikola Mirotic,21.0,4,20.5
5506,201611300CHI,C,Robin Lopez,19.0,4,26.8
5507,201611300CHI,C,Timofey Mozgov,11.0,0,15.8
5508,201611300CHI,PG,Jerian Grant,28.0,4,15.8
5509,201611300CHI,SG,Lou Williams,17.0,0,27.0
5510,201611300CHI,PF,Taj Gibson,29.0,4,26.3
5511,201611300CHI,SF,Luol Deng,15.0,0,17.3
5512,201611300CHI,SF,Brandon Ingram,15.0,0,20.8
5513,201611300CHI,SG,Dwyane Wade,7.0,4,32.8
5514,201611300CHI,PG,Jordan Clarkson,2.0,0,30.8
5515,201611300CHI,PF,Julius Randle,25.0,0,31.5
5516,201611300CHI,C,Tarik Black,11.0,0,0.0
5517,201611300CHI,PG,Rajon Rondo,28.0,4,32.0
5518,201611300CHI,SG,Isaiah Canaan,7.0,4,13.8
5519,201611300CHI,SG,Jimmy Butler,7.0,4,44.0
5520,201611300CHI,PF,Bobby Portis,29.0,4,13.0
5521,201611300CHI,SF,Denzel Valentine,21.0,4,12.8
5522,201611300CHI,SF,Larry Nance Jr.,15.0,0,0.0
5523,201611300CHI,PG,Jose Calderon,2.0,0,0.0
5524,201611300CHI,PF,Thomas Robinson,25.0,0,10.3
5525,201611300DAL,SG,Wesley Matthews,27.0,2,21.8
5526,201611300DAL,PG,Devin Harris,14.0,3,0.0
5527,201611300DAL,C,Andrew Bogut,5.0,2,0.0
5528,201611300DAL,SG,Danny Green,12.0,0,20.0
5529,201611300DAL,PG,Nicolas Laprovittola,11.0,3,0.0
5530,201611300DAL,PG,Patty Mills,11.0,0,19.3
5531,201611300DAL,SG,Jonathan Gibson,27.0,2,11.8
5532,201611300DAL,SG,Jonathon Simmons,12.0,0,14.8
5533,201611300DAL,SG,Kyle Anderson,12.0,0,11.8
5534,201611300DAL,PF,David Lee,28.0,0,18.3
5535,201611300DAL,SF,Davis Bertans,9.0,0,13.0
5536,201611300DAL,SF,Dorian Finney-Smith,13.0,2,13.5
5537,201611300DAL,SG,Justin Anderson,27.0,2,16.8
5538,201611300DAL,C,Dewayne Dedmon,10.0,0,15.8
5539,201611300DAL,PF,Dwight Powell,9.0,2,15.5
5540,201611300DAL,C,Salah Mejri,5.0,4,0.0
5541,201611300DAL,SG,Seth Curry,27.0,2,23.0
5542,201611300DAL,PG,Deron Williams,14.0,2,19.3
5543,201611300DAL,SF,Harrison Barnes,13.0,2,28.8
5544,201611300DAL,PF,LaMarcus Aldridge,28.0,0,31.8
5545,201611300DAL,SF,Kawhi Leonard,9.0,0,39.8
5546,201611300DEN,SF,Danilo Gallinari,19.0,7,28.0
5547,201611300DEN,SG,Rodney McGruder,28.0,1,18.5
5548,201611300DEN,C,Willie Reed,29.0,10,15.8
5549,201611300DEN,SF,James Johnson,6.0,1,0.0
5550,201611300DEN,SG,Wayne Ellington,28.0,1,9.8
5551,201611300DEN,PF,Kenneth Faried,22.0,2,26.3
5552,201611300DEN,SF,Alonzo Gee,19.0,2,12.8
5553,201611300DEN,PG,Emmanuel Mudiay,4.0,2,28.0
5554,201611300DEN,PF,Luke Babbitt,8.0,1,0.0
5555,201611300DEN,PG,Goran Dragić,13.0,1,0.0
5556,201611300DEN,C,Hassan Whiteside,29.0,1,0.0
5557,201611300DEN,PF,Nikola Jokic,22.0,2,24.0
5558,201611300DEN,C,Josh McRoberts,29.0,1,0.0
5559,201611300DEN,SF,Wilson Chandler,19.0,2,33.8
5560,201611300DEN,C,Jusuf Nurkic,15.0,2,22.8
5561,201611300DEN,PG,Tyler Johnson,13.0,3,24.3
5562,201611300DEN,PG,Jameer Nelson,4.0,2,22.5
5563,201611300DEN,PG,Jamal Murray,4.0,2,22.8
5564,201611300MIN,PF,Gorgui Dieng,7.0,1,30.3
5565,201611300MIN,PF,Kyle O'Quinn,23.0,1,16.8
5566,201611300MIN,C,Cole Aldrich,30.0,1,16.5
5567,201611300MIN,C,Willy Hernangómez,13.0,1,16.5
5568,201611300MIN,PF,Nemanja Bjelica,7.0,1,0.0
5569,201611300MIN,PG,Derrick Rose,22.0,1,0.0
5570,201611300MIN,PG,Tyus Jones,18.0,1,13.3
5571,201611300MIN,SG,Shabazz Muhammad,26.0,1,12.8
5572,201611300MIN,SF,Mindaugas Kuzminskas,8.0,1,13.0
5573,201611300MIN,SG,Justin Holiday,6.0,1,13.0
5574,201611300MIN,PG,Kris Dunn,18.0,1,12.8
5575,201611300MIN,SF,Andrew Wiggins,1.0,1,30.0
5576,201611300MIN,SG,Zach LaVine,26.0,1,30.8
5577,201611300MIN,SG,Sasha Vujacic,6.0,3,0.0
5578,201611300MIN,C,Karl-Anthony Towns,30.0,1,40.8
5579,201611300MIN,C,Marshall Plumlee,13.0,9,0.0
5580,201611300MIN,PG,Ricky Rubio,18.0,1,24.3
5581,201611300MIN,SF,Carmelo Anthony,8.0,1,36.8
5582,201611300MIN,PF,Kristaps Porziņģis,23.0,1,38.0
5583,201611300MIN,SG,Courtney Lee,6.0,1,19.3
5584,201611300MIN,PG,Brandon Jennings,22.0,1,19.5
5585,201611300OKC,PF,Joffrey Lauvergne,20.0,1,13.8
5586,201611300OKC,SG,Anthony Morrow,11.0,1,13.8
5587,201611300OKC,C,Enes Kanter,23.0,1,21.5
5588,201611300OKC,SF,Otto Porter,30.0,1,31.3
5589,201611300OKC,SF,Jerami Grant,5.0,1,14.3
5590,201611300OKC,SF,Markieff Morris,30.0,1,23.3
5591,201611300OKC,C,Steven Adams,23.0,1,24.5
5592,201611300OKC,PF,Domantas Sabonis,20.0,1,9.5
5593,201611300OKC,PG,John Wall,21.0,1,46.3
5594,201611300OKC,SG,Andre Roberson,11.0,1,19.3
5595,201611300OKC,SG,Bradley Beal,5.0,1,36.5
5596,201611300OKC,C,Marcin Gortat,6.0,1,28.3
5597,201611300OKC,PG,Tomas Satoransky,21.0,1,16.3
5598,201611300OKC,PF,Jason Smith,13.0,1,12.8
5599,201611300OKC,PG,Semaj Christon,9.0,1,12.3
5600,201611300OKC,PG,Russell Westbrook,9.0,1,63.0
5601,201611300OKC,SG,Kelly Oubre Jr.,5.0,1,13.0
5602,201611300OKC,SG,Victor Oladipo,11.0,1,32.0
5603,201611300PHO,PG,Eric Bledsoe,25.0,2,38.5
5604,201611300PHO,PF,Dragan Bender,18.0,2,12.3
5605,201611300PHO,SG,Leandro Barbosa,9.0,2,12.3
5606,201611300PHO,C,Dwight Howard,17.0,1,35.0
5607,201611300PHO,PF,Kris Humphries,10.0,4,0.0
5608,201611300PHO,PF,Marquese Chriss,18.0,2,13.8
5609,201611300PHO,C,Tyson Chandler,1.0,2,22.0
5610,201611300PHO,C,Alex Len,1.0,2,23.8
5611,201611300PHO,PG,Brandon Knight,25.0,2,20.3
5612,201611300PHO,SF,P.J. Tucker,28.0,2,20.0
5613,201611300PHO,PF,Mike Scott,10.0,3,0.0
5614,201611300PHO,C,Mike Muscala,17.0,1,18.8
5615,201611300PHO,SG,Kyle Korver,20.0,1,18.0
5616,201611300PHO,PF,Jared Dudley,18.0,4,17.0
5617,201611300PHO,PG,Dennis Schroder,26.0,1,28.3
5618,201611300PHO,SF,Thabo Sefolosha,16.0,1,18.8
5619,201611300PHO,PG,Malcolm Delaney,26.0,1,14.0
5620,201611300PHO,SG,Kent Bazemore,20.0,1,0.0
5621,201611300PHO,SG,Devin Booker,9.0,2,30.0
5622,201611300PHO,PG,Tim Hardaway,26.0,1,14.8
5623,201611300POR,C,Al Jefferson,2.0,2,16.5
5624,201611300POR,PG,Tim Quarterman,27.0,6,0.0
5625,201611300POR,PF,Noah Vonleh,27.0,4,0.0
5626,201611300POR,PG,Rodney Stuckey,15.0,2,0.0
5627,201611300POR,PG,Aaron Brooks,15.0,2,14.0
5628,201611300POR,SG,Monta Ellis,8.0,2,24.0
5629,201611300POR,SF,Pat Connaughton,2.0,6,0.0
5630,201611300POR,SG,Evan Turner,2.0,2,20.8
5631,201611300POR,PG,Jeff Teague,15.0,2,34.3
5632,201611300POR,PG,Damian Lillard,27.0,2,0.0
5633,201611300POR,PG,Shabazz Napier,27.0,2,5.3
5634,201611300POR,SF,Glenn Robinson III,27.0,2,25.5
5635,201611300POR,SF,Maurice Harkless,2.0,2,26.8
5636,201611300POR,PG,CJ McCollum,27.0,2,37.0
5637,201611300POR,PF,Jake Layman,27.0,2,11.8
5638,201611300POR,PF,Meyers Leonard,27.0,2,12.8
5639,201611300POR,PF,Myles Turner,30.0,2,33.5
5640,201611300POR,PF,Georges Niang,30.0,2,12.0
5641,201611300POR,SG,Joe Young,8.0,2,12.0
5642,201611300POR,PF,Thaddeus Young,30.0,2,27.5
5643,201611300POR,C,Mason Plumlee,28.0,2,28.5
5644,201611300POR,C,Ed Davis,28.0,2,17.0
5645,201611300POR,SG,Allen Crabbe,2.0,2,15.8
5646,201611300POR,PF,Lavoy Allen,30.0,2,12.8
5647,201611300TOR,C,Deyonta Davis,4.0,1,0.0
5648,201611300TOR,PF,Patrick Patterson,17.0,1,0.0
5649,201611300TOR,PF,JaMychal Green,19.0,1,22.8
5650,201611300TOR,C,Marc Gasol,4.0,1,35.3
5651,201611300TOR,SF,DeMarre Carroll,7.0,1,0.0
5652,201611300TOR,PG,Kyle Lowry,1.0,1,39.0
5653,201611300TOR,SG,Tony Allen,1.0,1,20.0
5654,201611300TOR,SF,Troy Williams,25.0,1,18.8
5655,201611300TOR,C,Lucas Nogueira,3.0,1,18.5
5656,201611300TOR,SG,Terrence Ross,30.0,1,17.5
5657,201611300TOR,PG,Cory Joseph,1.0,1,16.3
5658,201611300TOR,C,Jonas Valanciunas,3.0,1,28.5
5659,201611300TOR,PG,Andrew Harrison,29.0,1,19.0
5660,201611300TOR,PF,Jarell Martin,19.0,1,14.0
5661,201611300TOR,PF,Pascal Siakam,17.0,1,12.8
5662,201611300TOR,PG,Wade Baldwin IV,29.0,1,5.5
5663,201611300TOR,SG,Troy Daniels,1.0,1,5.0
5664,201611300TOR,SG,DeMar DeRozan,30.0,1,38.8
5665,201611300TOR,PG,Fred VanVleet,1.0,1,4.0
5666,201611300TOR,SG,Norman Powell,30.0,1,15.5
5667,201612010BRK,SF,Michael Beasley,15.0,1,16.8
5668,201612010BRK,PF,Trevor Booker,17.0,1,29.8
5669,201612010BRK,SF,Jabari Parker,15.0,1,29.3
5670,201612010BRK,PG,Sean Kilpatrick,4.0,1,28.5
5671,201612010BRK,SG,Tony Snell,19.0,1,17.3
5672,201612010BRK,C,Greg Monroe,13.0,1,18.0
5673,201612010BRK,PG,Isaiah Whitehead,4.0,1,17.3
5674,201612010BRK,SF,Rondae Hollis-Jefferson,10.0,7,18.3
5675,201612010BRK,SG,Joe Harris,14.0,1,19.0
5676,201612010BRK,SG,Malcolm Brogdon,19.0,1,14.3
5677,201612010BRK,SG,Bojan Bogdanovic,14.0,1,19.8
5678,201612010BRK,C,Justin Hamilton,21.0,1,17.3
5679,201612010BRK,C,Brook Lopez,21.0,1,32.5
5680,201612010BRK,C,Miles Plumlee,13.0,1,13.0
5681,201612010BRK,PG,Matthew Dellavedova,30.0,1,21.3
5682,201612010BRK,C,John Henson,13.0,1,19.8
5683,201612010BRK,SF,Anthony Bennett,10.0,5,0.0
5684,201612010BRK,PG,Jason Terry,30.0,1,13.5
5685,201612010BRK,PG,Yogi Ferrell,4.0,3,0.0
5686,201612010BRK,PF,Luis Scola,17.0,1,12.5
5687,201612010BRK,PG,Giannis Antetokounmpo,30.0,1,48.8
5688,201612010BRK,PF,Mirza Teletovic,25.0,3,0.0
5689,201612010BRK,PG,Randy Foye,4.0,1,14.0
5690,201612010BRK,PF,Thon Maker,25.0,1,4.8
5691,201612010CHO,SG,Jeremy Lamb,17.0,1,19.3
5692,201612010CHO,PG,Deron Williams,6.0,0,19.0
5693,201612010CHO,SF,Dorian Finney-Smith,29.0,0,13.8
5694,201612010CHO,C,Salah Mejri,12.0,0,6.0
5695,201612010CHO,SG,Marco Belinelli,17.0,1,17.0
5696,201612010CHO,SG,Jonathan Gibson,20.0,0,13.0
5697,201612010CHO,PF,Spencer Hawes,26.0,1,16.8
5698,201612010CHO,SG,Justin Anderson,20.0,0,16.5
5699,201612010CHO,PG,Ramon Sessions,9.0,1,15.8
5700,201612010CHO,C,Roy Hibbert,2.0,1,14.3
